0.0	0.95
0.05	-4.45
0.1	4.94
0.15000000000000002	1.73
0.2	0.31
0.25	-1.48
0.30000000000000004	6.85
0.35000000000000003	5.91
0.4	4.92
0.45	-3.52
0.5	6.91
0.55	4.83
0.6000000000000001	2.03
0.65	-0.96
0.7000000000000001	-5.14
0.75	-3.84
0.8	0.4
0.8500000000000001	-2.7
0.9	-2.27
0.9500000000000001	10.22
1.0	2.23
1.05	-2.51
1.1	-4.08
1.1500000000000001	-3.86
1.2000000000000002	1.82
1.25	4.28
1.3	5.03
1.35	5.64
1.4000000000000001	5.87
1.4500000000000002	-0.59
1.5	7.02
1.55	3.98
1.6	2.66
1.6500000000000001	-1.62
1.7000000000000002	6.79
1.75	9.58
1.8	10.02
1.85	5.94
1.9000000000000001	2.82
1.9500000000000002	11.58
2.0	9.49
2.0500000000000003	13.08
2.1	12.78
2.15	7.14
2.2	1.34
2.25	6.29
2.3000000000000003	3.04
2.35	12.59
2.4000000000000004	2.96
2.45	11.66
2.5	12.77
2.5500000000000003	15.22
2.6	15.42
2.6500000000000004	9.75
2.7	6.61
2.75	4.87
2.8000000000000003	5.49
2.85	13.78
2.9000000000000004	1.69
2.95	7.12
3.0	3.03
3.0500000000000003	11.95
3.1	2.79
3.1500000000000004	2.23
3.2	16.03
3.25	6.54
3.3000000000000003	6.65
3.35	11.52
3.4000000000000004	13.22
3.45	15.57
3.5	14.06
3.5500000000000003	10.59
3.6	6.55
3.6500000000000004	14.77
3.7	10.8
3.75	10.79
3.8000000000000003	18.31
3.85	15.39
3.9000000000000004	6.0
3.95	13.52
4.0	10.46
4.05	15.86
4.1000000000000005	14.12
4.15	13.73
4.2	10.71
4.25	7.72
4.3	8.97
4.3500000000000005	12.13
4.4	17.94
4.45	13.81
4.5	21.05
4.55	17.63
4.6000000000000005	11.69
4.65	9.2
4.7	16.67
4.75	14.34
4.800000000000001	8.07
4.8500000000000005	17.77
4.9	14.99
4.95	9.79
